Date,Open,High,Low,Close,Adj Close,Volume,bnh_returns,ma_short,ma_long,position,strategy_returns
2023-05-08,33.38999938964844,33.7400016784668,33.130001068115234,33.65999984741211,33.28212356567383,11267400,,,,0,
2023-05-09,33.31999969482422,33.56999969482422,33.060001373291016,33.279998779296875,32.90638732910156,11841900,-0.011353604956222913,33.65999984741211,33.65999984741211,0,-0.0
2023-05-10,33.869998931884766,33.970001220703125,32.599998474121094,33.08000183105469,32.70863342285156,15418400,-0.006027653765418539,33.43199920654297,33.46366596221924,0,-0.0
2023-05-11,32.849998474121094,33.279998779296875,32.849998474121094,33.119998931884766,32.7481803894043,12319500,0.001208371759395136,33.26526360762747,33.32716050866532,0,0.0
2023-05-12,33.25,33.279998779296875,32.130001068115234,32.400001525878906,32.0362663269043,13026000,-0.021978827373891775,33.204922896165115,33.27007994508902,0,-0.0
2023-05-15,32.38999938964844,32.470001220703125,32.119998931884766,32.369998931884766,32.0066032409668,18841100,-0.0009264349522305095,32.89592464501259,33.07211603924437,0,-0.0
2023-05-16,32.060001373291016,32.2400016784668,31.5,31.540000915527344,31.185922622680664,11069600,-0.025975424378688258,32.70374427164408,32.93475788725712,0,-0.0
2023-05-17,31.809999465942383,32.59000015258789,31.639999389648438,32.439998626708984,32.07581329345703,11269500,0.028135576351557588,32.29171469096943,32.69352558250714,0,0.0
2023-05-18,32.279998779296875,32.959999084472656,32.25,32.900001525878906,32.53065490722656,14241000,0.014080517236673742,32.34314957875094,32.65396627085226,0,0.0
2023-05-19,33.119998931884766,33.16999816894531,32.4900016784668,32.65999984741211,32.29334259033203,12598700,-0.007321621280315488,32.53372417710818,32.689137724062284,0,-0.0
2023-05-22,32.709999084472656,32.93000030517578,32.38999938964844,32.86000061035156,32.4911003112793,8866400,0.006105048313116195,32.57655888660568,32.685275333536204,0,0.0
2023-05-23,33.0,33.84000015258789,32.939998626708984,33.41999816894531,33.04481506347656,17717900,0.016898337194633625,32.67214452870227,32.70696069630419,0,0.0
2023-05-24,33.0,33.040000915527344,32.0099983215332,32.279998779296875,31.91761016845703,13357500,-0.03470666279239201,32.92336532117804,32.79047933013689,1,-0.03470666279239201
2023-05-25,32.15999984741211,32.63999938964844,32.130001068115234,32.40999984741211,32.0461540222168,10492700,0.004019206859740998,32.707802194056846,32.7336750817057,0,0.0
2023-05-26,32.619998931884766,33.4900016784668,32.349998474121094,33.290000915527344,32.9162712097168,13656800,0.026790066643099218,32.60819353697643,32.69926671864644,0,0.0
2023-05-30,33.70000076293945,34.279998779296875,33.31999969482422,33.36000061035156,32.98548889160156,12671700,0.0021005166979504424,32.83598285612039,32.75954583162938,1,0.0021005166979504424
2023-05-31,32.95000076293945,33.04999923706055,31.860000610351562,32.40999984741211,32.0461540222168,17934200,-0.028890583341049724,33.010921774668404,32.81860081159981,1,-0.028890583341049724
2023-06-01,32.4900016784668,33.29999923706055,32.13999938964844,33.02000045776367,32.74021911621094,12466700,0.018646439909800014,32.81041095527674,32.77972990455869,1,0.018646439909800014
2023-06-02,33.65999984741211,34.47999954223633,33.470001220703125,34.279998779296875,33.98954391479492,15308500,0.03744860576459603,32.880321426957906,32.801908249490964,1,0.03744860576459603
2023-06-05,34.45000076293945,34.45000076293945,33.65999984741211,34.130001068115234,33.8408203125,10067800,-0.004385263905692426,33.347091100931976,32.93465546109218,1,-0.004385263905692426
2023-06-06,34.0,35.380001068115234,33.97999954223633,35.2400016784668,34.94141387939453,15596900,0.03200505448345895,33.608139594756764,33.039360969479006,1,0.03200505448345895
2023-06-07,35.38999938964844,36.459999084472656,35.22999954223633,36.220001220703125,35.913108825683594,23167200,0.027429637460158463,34.152202699572356,33.22777634819434,1,0.027429637460158463
2023-06-08,36.20000076293945,36.439998626708984,35.68000030517578,35.849998474121094,35.546241760253906,16196100,-0.010267961674969465,34.841561010972,33.478671450401876,1,-0.010267961674969465
2023-06-09,37.4900016784668,38.16999816894531,36.22999954223633,36.22999954223633,35.92302322387695,24307400,0.010543967789293398,35.17773678689298,33.67373376375131,1,0.010543967789293398
2023-06-12,36.27000045776367,37.02000045776367,36.2599983215332,36.66999816894531,36.35929489135742,14901900,0.012071439877866285,35.52851187583408,33.88034311721025,1,0.012071439877866285
2023-06-13,36.959999084472656,37.84000015258789,36.959999084472656,37.650001525878906,37.33099365234375,16449900,0.02637406262397634,35.9090223758967,34.102197953051814,1,0.02637406262397634
2023-06-14,37.84000015258789,37.970001220703125,37.040000915527344,37.36000061035156,37.043453216552734,14879200,-0.00773236507621899,36.48936408106845,34.38017374131441,1,-0.00773236507621899
2023-06-15,37.189998626708984,38.2599983215332,37.18000030517578,38.029998779296875,37.70777130126953,15692500,0.017774660144067107,36.77958136559485,34.6104615725544,1,0.017774660144067107
2023-06-16,38.119998931884766,38.25,37.650001525878906,37.959999084472656,37.63836669921875,14518700,-0.0018423402182277864,37.19639206100383,34.87140004234087,1,-0.0018423402182277864
2023-06-20,37.70000076293945,37.84000015258789,36.91999816894531,37.31999969482422,37.00379180908203,14380100,-0.017003581821643046,37.45092972665062,35.10433843319557,1,-0.017003581821643046
2023-06-21,37.310001373291016,37.310001373291016,36.880001068115234,37.0099983215332,36.6964111328125,9085800,-0.008341266755517964,37.407286155103115,35.26963870402107,1,-0.008341266755517964
2023-06-22,36.779998779296875,36.959999084472656,36.36000061035156,36.65999984741211,36.34938049316406,8616300,-0.009501862797039087,37.27485641682403,35.39818200388661,1,-0.009501862797039087
2023-06-23,35.93000030517578,36.439998626708984,35.79999923706055,36.18000030517578,35.873443603515625,10153500,-0.013179749847234778,37.06990375197667,35.490517327930974,1,-0.013179749847234778
2023-06-26,36.029998779296875,36.9900016784668,36.029998779296875,36.70000076293945,36.389041900634766,11904900,0.01427028744698598,36.77326881134544,35.54053803583176,1,0.01427028744698598
2023-06-27,37.0099983215332,37.52000045776367,36.45000076293945,37.47999954223633,37.16243362426758,9125200,0.02103066930761079,36.74884610338458,35.62398465644142,1,0.02103066930761079
2023-06-28,37.5,38.209999084472656,37.40999984741211,38.189998626708984,37.866416931152344,12882100,0.01876622012130801,36.99256408371129,35.7565738758498,1,0.01876622012130801
2023-06-29,38.33000183105469,38.619998931884766,38.0,38.20000076293945,37.8763313293457,10460300,0.00026187030678207493,37.39170911412214,35.92921691996244,1,0.00026187030678207493
2023-06-30,38.310001373291016,38.86000061035156,38.0,38.560001373291016,38.23328399658203,11612500,0.009379969771971504,37.66113974596551,36.08929181002851,1,0.009379969771971504
2023-07-03,38.7400016784668,39.13999938964844,38.630001068115234,38.959999084472656,38.6298942565918,5578300,0.010319949918434412,37.96076034937561,36.26242527371189,1,0.010319949918434412
2023-07-05,39.099998474121094,39.540000915527344,38.90999984741211,39.41999816894531,39.085994720458984,12110000,0.011737799999510277,38.29383997292574,36.450411236085586,1,0.011737799999510277
2023-07-06,38.91999816894531,39.470001220703125,38.599998474121094,39.459999084472656,39.12565612792969,13108100,0.0010142221183840282,38.66922607221466,36.656288415906694,1,0.0010142221183840282
2023-07-07,39.540000915527344,39.97999954223633,39.31999969482422,39.61000061035156,39.27438735961914,10604100,0.00379414964978571,38.93281709219305,36.8497346870896,1,0.00379414964978571
2023-07-10,39.58000183105469,39.75,39.189998626708984,39.63999938964844,39.30413055419922,10507300,0.0007570670215694979,39.15854494065225,37.03933394390439,1,0.0007570670215694979
2023-07-11,39.56999969482422,40.099998474121094,39.15999984741211,39.970001220703125,39.63133239746094,11399600,0.008290509199293297,39.31902976128472,37.2172281533127,1,0.008290509199293297
2023-07-12,40.84000015258789,40.970001220703125,40.380001068115234,40.40999984741211,40.06760787963867,14534200,0.010948072050673718,39.53602025163389,37.40479790877911,1,0.010948072050673718
2023-07-13,40.720001220703125,41.040000915527344,40.40999984741211,40.5,40.15684509277344,12446400,0.002224698798104552,39.82734678702952,37.608828712360115,1,0.002224698798104552
2023-07-14,40.61000061035156,40.70000076293945,39.939998626708984,40.0,39.66107940673828,11044500,-0.012422519998557209,40.051564526466564,37.80445716225538,1,-0.012422519998557209
2023-07-17,39.47999954223633,39.540000915527344,38.5099983215332,38.75,38.42167282104492,16143000,-0.0317486983145803,40.03437635088673,37.95255036159563,1,-0.0317486983145803
2023-07-18,38.7400016784668,39.189998626708984,38.54999923706055,39.130001068115234,38.79845428466797,13306900,0.009758707719546152,39.60625089908041,38.0061822897685,1,0.009758707719546152
2023-07-19,39.29999923706055,39.58000183105469,39.15999984741211,39.22999954223633,38.89760208129883,12775300,0.0025522850338444364,39.44750095505189,38.08155755906432,1,0.0025522850338444364
2023-07-20,38.970001220703125,39.33000183105469,38.720001220703125,39.2599983215332,38.92734909057617,10626400,0.0007643975429747104,39.37500048399966,38.158388056974815,1,0.0007643975429747104
2023-07-21,39.63999938964844,39.66999816894531,38.34000015258789,38.54999923706055,38.223365783691406,13619500,-0.01825006587728959,39.3366664298041,38.231910273807244,1,-0.01825006587728959
2023-07-24,38.869998931884766,39.47999954223633,38.7599983215332,39.29999923706055,38.967010498046875,18209200,0.019268419243566065,39.074444032040134,38.25309262593779,1,0.019268419243566065
2023-07-25,37.72999954223633,38.779998779296875,37.11000061035156,37.91999816894531,37.59870529174805,30599100,-0.035745870362485006,39.14962910041521,38.32266433722432,1,-0.035745870362485006
2023-07-26,37.959999084472656,38.45000076293945,37.63999938964844,38.290000915527344,37.965572357177734,15673500,0.00971016030004116,38.7397521231316,38.29595710679088,1,0.00971016030004116
2023-07-27,38.72999954223633,39.45000076293945,38.529998779296875,38.970001220703125,38.639808654785156,17589300,0.017603361275239083,38.58983505389922,38.29556277022815,1,0.017603361275239083
2023-07-28,38.75,38.97999954223633,37.7400016784668,38.04999923706055,37.72760009765625,17473700,-0.02389108641806959,38.71655710951797,38.340139415437164,1,-0.02389108641806959
2023-07-31,38.150001525878906,38.369998931884766,37.79999923706055,38.369998931884766,38.044891357421875,12138200,0.008374812164888395,38.49437115201177,38.32099297643197,1,0.008374812164888395
2023-08-01,38.040000915527344,38.36000061035156,37.900001525878906,38.119998931884766,37.79701232910156,10232100,-0.0065368256554229455,38.45291374530023,38.32422213405485,1,-0.0065368256554229455
2023-08-02,37.630001068115234,37.83000183105469,37.2599983215332,37.38999938964844,37.07319641113281,15516400,-0.019335778101091935,38.34194214082388,38.31078372562439,1,-0.019335778101091935
2023-08-03,37.189998626708984,37.189998626708984,36.630001068115234,36.91999816894531,36.607177734375,14754800,-0.012649912625644197,38.02462789042344,38.250271608335986,0,-0.0
2023-08-04,36.849998474121094,37.09000015258789,36.369998931884766,36.56999969482422,36.2601432800293,12405300,-0.009525136223139238,37.656417983257384,38.162953626793865,0,-0.0
2023-08-07,36.83000183105469,37.099998474121094,36.36000061035156,37.09000015258789,36.77573776245117,9910700,0.014119171799175862,37.294278553775285,38.05851081677925,0,0.0
2023-08-08,36.279998779296875,36.880001068115234,36.099998474121094,36.84000015258789,36.527854919433594,10281700,-0.006763180086475415,37.22618575337894,37.99507650320994,0,-0.0
2023-08-09,36.5,36.810001373291016,36.209999084472656,36.2599983215332,35.9527702331543,8254500,-0.01586905649207285,37.097457219781234,37.91949685704551,0,-0.0
2023-08-10,36.29999923706055,36.36000061035156,34.0,34.15999984741211,33.870567321777344,25601500,-0.059659794583430716,36.81830425369756,37.81101098089211,0,-0.0
2023-08-11,34.029998779296875,34.16999816894531,33.41999816894531,33.88999938964844,33.60285186767578,20514200,-0.007935396844334206,35.93220278493363,37.57253884253421,0,-0.0
2023-08-14,33.45000076293945,34.209999084472656,33.41999816894531,34.06999969482422,33.78132629394531,15853800,0.005297255106382009,35.251468319837485,37.33219979483601,0,0.0
2023-08-15,33.599998474121094,33.779998779296875,33.220001220703125,33.29999923706055,33.01784896850586,13365800,-0.022859848640255257,34.85764544483265,37.119453189891125,0,-0.0
2023-08-16,33.150001525878906,33.279998779296875,32.709999084472656,32.81999969482422,32.54191589355469,15254600,-0.014519297711828244,34.338430042241576,36.87053902347445,0,-0.0
2023-08-17,33.06999969482422,33.33000183105469,32.7599983215332,32.91999816894531,32.64106750488281,11476100,0.003042243824047397,33.83228659310222,36.606737518278884,0,0.0
2023-08-18,32.58000183105469,33.20000076293945,32.56999969482422,33.119998931884766,32.83937454223633,11778200,0.006056977079680068,33.52819045171648,36.366776102434834,0,0.0
2023-08-21,33.25,33.40999984741211,32.97999954223633,33.27000045776367,32.98810577392578,10766100,0.004518806522235412,33.39212661177255,36.15557153678515,0,0.0
2023-08-22,33.470001220703125,33.47999954223633,32.849998474121094,32.93000030517578,32.65098571777344,8634600,-0.010271998133755714,33.351417893769586,35.96796387483978,0,-0.0
2023-08-23,32.84000015258789,33.56999969482422,32.7599983215332,33.560001373291016,33.27565002441406,10262700,0.018950816863793938,33.210945364238306,35.770546935930696,0,0.0
2023-08-24,33.400001525878906,33.58000183105469,32.7599983215332,32.880001068115234,32.601409912109375,7875600,-0.02047031984624067,33.32729736725588,35.626965439767744,0,-0.0
2023-08-25,33.06999969482422,33.29999923706055,32.04999923706055,32.95000076293945,32.67081832885742,14298000,0.002126681429740588,33.17819860087565,35.44861985801105,0,0.0
2023-08-28,33.2599983215332,33.45000076293945,32.93000030517578,33.119998931884766,32.83937454223633,7393500,0.005146013164226502,33.10213265489692,35.286464232659895,0,0.0
2023-08-29,33.220001220703125,33.5099983215332,33.08000183105469,33.459999084472656,33.17649459838867,7511900,0.010213370929629893,33.10808808055954,35.14591844064078,0,0.0
2023-08-30,33.459999084472656,33.70000076293945,33.349998474121094,33.38999938964844,33.107086181640625,7856500,-0.0020942325207410554,33.22539174853058,35.036586310628586,0,-0.0
2023-08-31,33.5099983215332,34.029998779296875,33.290000915527344,33.5099983215332,33.31586837768555,10168400,0.0035874159845917845,33.28026096223653,34.92984055085602,0,0.0
2023-09-01,33.59000015258789,33.84000015258789,33.2599983215332,33.540000915527344,33.345699310302734,8803600,0.0008949320309608449,33.356840082002094,34.83782305283742,0,0.0
2023-09-05,33.36000061035156,33.47999954223633,33.029998779296875,33.279998779296875,33.08720397949219,9169600,-0.007782204418418158,33.417893693177184,34.75373802758693,0,-0.0
2023-09-06,33.04999923706055,33.40999984741211,32.529998779296875,32.81999969482422,32.62986755371094,11731900,-0.013918502909750904,33.37192872188375,34.65828152948023,0,-0.0
2023-09-07,32.40999984741211,32.619998931884766,32.02000045776367,32.56999969482422,32.381317138671875,12291800,-0.007646466445175715,33.18795237953057,34.53924342740086,0,-0.0
2023-09-08,32.599998474121094,33.130001068115234,32.540000915527344,32.95000076293945,32.759117126464844,12121900,0.011599674184676625,32.98196815129512,34.41175534051844,0,0.0
2023-09-11,33.08000183105469,33.27000045776367,32.5,32.619998931884766,32.431026458740234,11777000,-0.010065719654291058,32.971312355176565,34.31714305243761,0,-0.0
2023-09-12,32.7599983215332,33.77000045776367,32.7599983215332,33.470001220703125,33.27610397338867,15578400,0.02572398724611011,32.85420788074597,34.20731809627294,0,0.0
2023-09-13,33.939998626708984,34.29999923706055,33.43000030517578,33.65999984741211,33.46500015258789,14287400,0.005660632534653714,33.05947232739835,34.159614448065625,0,0.0
2023-09-14,33.599998474121094,33.79999923706055,33.029998779296875,33.65999984741211,33.46500015258789,11797300,0.0,33.259648167402936,34.12729580350631,0,0.0
2023-09-15,33.540000915527344,34.599998474121094,33.41999816894531,33.95000076293945,33.753326416015625,19627500,0.00857869224769961,33.39309872740599,34.097072928693756,0,0.0
2023-09-18,33.75,33.95000076293945,33.310001373291016,33.34000015258789,33.14685821533203,10471500,-0.018130994577779003,33.578732739250476,34.08756239752602,0,-0.0
2023-09-19,33.45000076293945,34.310001373291016,33.349998474121094,33.959999084472656,33.76326370239258,9546700,0.018425452584785597,33.49915521036295,34.0392279596247,0,0.0
2023-09-20,34.08000183105469,34.130001068115234,33.15999984741211,33.20000076293945,33.00767135620117,10807900,-0.02263343558160831,33.65276983506619,34.03410604858663,0,-0.0
2023-09-21,32.90999984741211,33.439998626708984,32.689998626708984,32.709999084472656,32.520503997802734,11338000,-0.014869085341473165,33.501846811023945,33.980190680977806,0,-0.0
